Item,Perishability_Type,Season,Mandi_Location,Wholesale_Base_Price,Temperature_C,Rainfall_MM,Fuel_Price_PKR,Distance_KM,Arrival_Trucks,Demand_Index,Spoilage_Risk,Retail_Price_PKR
Falsa,High,Spring,Rawalpindi Raja Bazar,403,28.8,17.6,278.0,194,32,4,Low,414.78
Watermelon (Tarbooz),Medium,Winter,Multan Goods Market,36,19.2,17.2,305.0,178,53,3,Low,47.56
Dates (Rabai),Low,Summer,Faisalabad Grain Market,266,44.7,28.8,284.5,165,93,2,Medium,315.78
Pear (Nashpati),Medium,Monsoon,Karachi Sabzi Mandi,204,35.4,91.0,305.0,496,49,2,Medium,266.3
Cauliflower,Medium,Spring,Faisalabad Grain Market,106,26.7,13.1,278.0,110,66,5,Low,112.71
Pineapple,Low,Monsoon,Quetta Satellite Town Mandi,529,34.5,62.1,278.0,383,46,1,Medium,630.63
Turnip (Shalgam),Medium,Spring,Multan Goods Market,87,25.6,15.7,305.0,205,8,4,Low,102.03
Watermelon (Tarbooz),Medium,Spring,Lahore Badami Bagh,73,28.8,20.2,284.5,389,7,4,Medium,109.26
Capsicum (Shimla Mirch),High,Monsoon,Karachi Sabzi Mandi,225,33.2,65.0,278.0,519,100,1,High,333.85
Mosambi (Sweet Lime),Medium,Monsoon,Faisalabad Grain Market,242,36.4,44.3,305.0,273,28,5,Medium,296.42
Green Chilies,High,Spring,Islamabad Sabzi Mandi,132,28.8,19.6,278.0,345,50,2,Low,152.16
Jamun,High,Summer,Peshawar Central Mandi,339,33.4,36.1,305.0,533,46,2,Medium,423.91
Spinach (Palak),High,Summer,Sukkur Grain Market,75,35.9,6.7,278.0,236,98,2,Medium,100.01
Sweet Lime (Malta),Medium,Spring,Karachi Sabzi Mandi,218,21.8,28.8,305.0,903,58,4,Medium,308.38
Garlic (Local),Low,Monsoon,Faisalabad Grain Market,401,35.0,113.3,292.0,234,63,2,Medium,475.53
Garlic (Local),Low,Summer,Peshawar Central Mandi,502,35.4,3.3,284.5,209,65,4,Low,514.66
Cluster Beans (Gwar),Medium,Spring,Rawalpindi Raja Bazar,164,24.8,14.5,278.0,641,18,1,Medium,225.96
Fenugreek (Methi),High,Winter,Multan Goods Market,61,15.0,13.6,284.5,84,68,3,Low,66.17
Rambutan (Imported),High,Spring,Sukkur Grain Market,1396,22.8,0.1,292.0,268,88,4,Low,1412.51
Apple (Garcha),Low,Monsoon,Hyderabad New Mandi,367,31.6,49.7,292.0,51,71,1,Medium,425.21
Avocado,Medium,Spring,Quetta Satellite Town Mandi,857,29.1,27.7,292.0,501,21,5,Medium,1017.05
Apple (Garcha),Low,Winter,Lahore Badami Bagh,214,16.5,3.9,284.5,479,85,5,Low,242.65
Beetroot (Chukandar),Medium,Winter,Islamabad Sabzi Mandi,105,4.7,14.1,278.0,278,43,2,Low,121.31
Raw Banana (Kacha Kela),Medium,Spring,Karachi Sabzi Mandi,90,26.7,27.1,278.0,255,68,1,Medium,118.33
Green Chickpeas (Chholia),High,Winter,Lahore Badami Bagh,245,18.1,3.9,284.5,372,75,5,Low,267.34
Grapefruit,Medium,Spring,Quetta Satellite Town Mandi,193,29.9,4.7,272.5,299,65,3,Low,210.18
Rambutan (Imported),High,Monsoon,Sukkur Grain Market,1614,36.1,87.0,305.0,134,78,1,High,2187.47
Grapefruit,Medium,Monsoon,Lahore Badami Bagh,109,34.1,88.3,278.0,168,13,1,Medium,135.4
Mosambi (Sweet Lime),Medium,Monsoon,Multan Goods Market,238,36.4,91.0,292.0,96,8,4,Medium,281.54
Pineapple,Low,Summer,Rawalpindi Raja Bazar,413,45.3,6.2,284.5,442,15,1,Medium,501.43
Green Chilies,High,Spring,Islamabad Sabzi Mandi,303,28.4,29.8,278.0,437,4,5,Medium,378.26
Arbi (Taro Root),Medium,Monsoon,Sukkur Grain Market,226,33.9,118.1,292.0,260,53,3,Medium,275.97
Kiwi (Imported),Medium,Spring,Karachi Sabzi Mandi,783,20.6,24.9,292.0,231,34,1,Medium,914.63
Dates (Aseel),Low,Winter,Multan Goods Market,536,5.0,12.9,292.0,54,105,4,Low,539.45
Ridge Gourd (Tori),High,Monsoon,Multan Goods Market,150,34.0,92.8,278.0,80,65,3,Medium,177.34
Pomegranate (Kandhari),Low,Summer,Peshawar Central Mandi,630,42.1,12.8,278.0,442,30,3,Medium,750.53
Rambutan (Imported),High,Monsoon,Rawalpindi Raja Bazar,1376,37.7,40.5,284.5,374,100,3,High,1879.9
Dates (Aseel),Low,Summer,Hyderabad New Mandi,302,41.2,34.6,284.5,291,47,5,Medium,365.02
Garlic (China),Low,Winter,Rawalpindi Raja Bazar,390,18.0,18.0,284.5,491,23,1,Low,419.29
Banana (Sindhi),High,Spring,Rawalpindi Raja Bazar,149,24.9,13.7,272.5,175,38,3,Low,159.28
Tomato,High,Winter,Multan Goods Market,129,10.1,10.6,278.0,76,11,4,Low,134.9
Mosambi (Sweet Lime),Medium,Winter,Hyderabad New Mandi,132,14.6,18.3,278.0,231,96,5,Low,145.61
Cherry,High,Winter,Faisalabad Grain Market,612,11.3,18.5,284.5,341,17,3,Low,632.96
Turnip (Shalgam),Medium,Winter,Peshawar Central Mandi,33,11.5,2.4,272.5,573,82,2,Medium,70.59
Pistachio Fresh,Low,Winter,Rawalpindi Raja Bazar,916,17.3,21.8,278.0,293,75,5,Medium,1070.67
Falsa,High,Spring,Faisalabad Grain Market,388,21.2,23.6,284.5,232,50,5,Medium,460.39
Turnip (Shalgam),Medium,Summer,Hyderabad New Mandi,49,39.2,5.0,278.0,234,68,4,Medium,70.16
Cabbage,Medium,Winter,Rawalpindi Raja Bazar,60,9.2,1.9,272.5,478,39,2,Low,87.36
Dates (Rabai),Low,Monsoon,Islamabad Sabzi Mandi,604,35.4,55.7,305.0,541,105,5,High,849.99
Mango (Anwar Ratol),High,Summer,Faisalabad Grain Market,313,33.0,8.3,292.0,69,88,5,Low,317.45
Drumstick (Sohanjna),Medium,Summer,Faisalabad Grain Market,304,34.1,27.0,284.5,78,97,1,Medium,354.27
Garlic (China),Low,Monsoon,Islamabad Sabzi Mandi,781,33.7,50.3,292.0,516,10,1,High,1086.15
Peach (Aroo),High,Monsoon,Faisalabad Grain Market,329,34.7,67.9,284.5,75,49,2,High,448.78
Bottle Gourd (Lauki),Medium,Monsoon,Lahore Badami Bagh,112,31.5,50.0,272.5,372,9,3,Medium,151.27
Coconut (Fresh),Low,Monsoon,Rawalpindi Raja Bazar,297,34.5,70.1,305.0,459,75,2,Medium,370.83
Loquat,High,Monsoon,Karachi Sabzi Mandi,215,33.6,74.2,305.0,889,53,1,High,346.82
Coconut (Fresh),Low,Winter,Faisalabad Grain Market,402,2.9,17.6,284.5,67,97,2,Low,406.06
Apple (Golden),Low,Summer,Quetta Satellite Town Mandi,320,39.9,17.4,278.0,815,59,4,Medium,415.5
Persimmon (Amlok),Medium,Monsoon,Gujranwala Fruit Market,232,28.4,89.9,278.0,338,106,5,Medium,286.59
Rambutan (Imported),High,Monsoon,Hyderabad New Mandi,1071,29.3,74.3,278.0,166,89,3,Medium,1241.41
Celery,High,Spring,Quetta Satellite Town Mandi,192,18.7,23.3,305.0,720,18,4,Medium,267.5
Lemon (China),Medium,Summer,Islamabad Sabzi Mandi,140,31.6,35.6,305.0,235,68,1,Medium,176.0
Beetroot (Chukandar),Medium,Summer,Rawalpindi Raja Bazar,73,45.6,38.8,278.0,402,16,1,Medium,107.5
Lychee,High,Winter,Rawalpindi Raja Bazar,642,18.4,24.3,292.0,513,52,1,Medium,769.59
Pineapple,Low,Summer,Quetta Satellite Town Mandi,540,46.0,4.5,305.0,327,48,3,Medium,642.05
Orange (Kinnow),Medium,Monsoon,Faisalabad Grain Market,168,31.3,46.1,278.0,76,4,4,Medium,201.2
Ladyfinger (Bhindi),High,Spring,Hyderabad New Mandi,139,24.5,15.9,272.5,136,67,1,Low,146.79
Grapefruit,Medium,Summer,Rawalpindi Raja Bazar,151,46.6,38.8,292.0,158,49,5,Medium,183.71
Turnip (Shalgam),Medium,Spring,Faisalabad Grain Market,69,21.1,17.5,284.5,295,98,2,Low,86.58
Apple (Garcha),Low,Monsoon,Islamabad Sabzi Mandi,211,31.6,83.7,305.0,604,99,3,High,323.36
Banana (Sindhi),High,Spring,Lahore Badami Bagh,95,24.4,27.4,272.5,428,88,3,Medium,133.7
Tinda,High,Summer,Peshawar Central Mandi,108,46.1,4.9,278.0,456,12,2,Medium,151.3
Grapes (Sundarkhani),High,Summer,Hyderabad New Mandi,228,36.2,30.1,272.5,115,63,1,High,314.4
Coriander (Dhania),High,Winter,Sukkur Grain Market,65,14.3,15.8,305.0,316,59,3,Low,85.3
Apple (Garcha),Low,Monsoon,Islamabad Sabzi Mandi,246,37.9,67.0,305.0,642,7,5,High,375.71
Persimmon (Amlok),Medium,Winter,Multan Goods Market,82,11.3,24.5,292.0,158,13,2,Medium,104.55
Pineapple,Low,Winter,Rawalpindi Raja Bazar,491,14.5,16.2,292.0,430,81,4,Low,517.38
Avocado,Medium,Monsoon,Gujranwala Fruit Market,797,27.9,59.7,278.0,251,92,1,Medium,931.14
Apple (Garcha),Low,Summer,Faisalabad Grain Market,350,36.8,18.6,284.5,131,79,3,Low,357.93
Yellow Bell Pepper,High,Spring,Multan Goods Market,298,24.0,27.1,292.0,204,95,4,Medium,355.3
Raw Banana (Kacha Kela),Medium,Winter,Quetta Satellite Town Mandi,106,3.9,6.2,272.5,592,46,2,Medium,155.7
Lotus Stem (Bheen),Low,Summer,Rawalpindi Raja Bazar,180,32.6,29.4,272.5,326,56,2,Medium,225.67
Turnip (Shalgam),Medium,Summer,Lahore Badami Bagh,75,47.5,35.8,284.5,385,12,3,Medium,110.11
Lotus Stem (Bheen),Low,Winter,Sukkur Grain Market,136,15.0,0.5,305.0,152,67,5,Low,145.99
Bottle Gourd (Lauki),Medium,Winter,Multan Goods Market,77,8.2,21.6,272.5,115,99,5,Medium,95.3
Guava (Amrood),High,Winter,Karachi Sabzi Mandi,132,13.8,5.2,305.0,1029,17,3,Medium,217.93
Fenugreek (Methi),High,Summer,Faisalabad Grain Market,70,38.4,3.5,292.0,145,42,5,Medium,89.84
Cauliflower,Medium,Monsoon,Multan Goods Market,106,32.2,112.1,305.0,214,107,1,Medium,135.54
Raw Mango (Keri),Medium,Monsoon,Lahore Badami Bagh,75,26.5,89.1,305.0,84,77,1,Medium,91.65
Potato,Low,Winter,Hyderabad New Mandi,55,6.2,24.8,278.0,80,77,4,Medium,68.11
Tomato,High,Spring,Quetta Satellite Town Mandi,184,18.8,18.5,278.0,709,4,3,Medium,255.36
Orange (Kinnow),Medium,Summer,Peshawar Central Mandi,167,34.6,35.3,292.0,323,87,3,Medium,211.85
Mushroom (Button),High,Spring,Islamabad Sabzi Mandi,721,19.5,12.9,272.5,179,21,2,Low,731.57
Yellow Bell Pepper,High,Winter,Faisalabad Grain Market,227,5.3,20.0,278.0,174,44,5,Low,237.58
Sweet Lime (Malta),Medium,Summer,Gujranwala Fruit Market,207,36.3,7.5,272.5,300,64,5,Low,224.38
Cabbage,Medium,Monsoon,Karachi Sabzi Mandi,101,34.7,105.4,278.0,530,38,1,High,167.16
Mango (Anwar Ratol),High,Monsoon,Multan Goods Market,305,31.5,70.3,278.0,92,75,4,Medium,356.32
Orange (Kinnow),Medium,Spring,Faisalabad Grain Market,127,25.6,19.5,272.5,281,79,4,Low,143.18
Turnip (Shalgam),Medium,Winter,Hyderabad New Mandi,39,13.9,6.9,284.5,251,37,2,Low,54.11
Capsicum (Shimla Mirch),High,Spring,Quetta Satellite Town Mandi,201,29.3,6.4,278.0,837,101,5,Medium,279.85
Sweet Melon (Garma),Medium,Winter,Lahore Badami Bagh,90,8.7,7.1,278.0,205,36,1,Low,101.99
Coriander (Dhania),High,Monsoon,Peshawar Central Mandi,63,37.2,106.3,292.0,589,24,3,High,121.42
Red Chili (Fresh),High,Summer,Faisalabad Grain Market,131,44.6,0.2,284.5,239,25,5,Medium,165.68
Mango (Dusehri),High,Monsoon,Gujranwala Fruit Market,257,34.2,58.4,272.5,360,72,5,High,367.7
Dates (Aseel),Low,Spring,Islamabad Sabzi Mandi,584,29.6,15.9,284.5,257,27,2,Low,599.55
Pomegranate (Bedana),Low,Summer,Islamabad Sabzi Mandi,815,40.2,14.3,272.5,578,53,4,Medium,970.4
Garlic Sprouts,Medium,Winter,Peshawar Central Mandi,165,11.7,18.7,305.0,286,26,2,Low,183.51
Falsa,High,Monsoon,Karachi Sabzi Mandi,337,32.7,91.3,292.0,1065,65,5,High,520.08
Fenugreek (Methi),High,Winter,Sukkur Grain Market,52,10.5,17.9,292.0,49,29,3,Low,55.43
Orange (Kinnow),Medium,Monsoon,Gujranwala Fruit Market,172,36.8,44.1,292.0,157,53,1,Medium,207.43
Dates (Rabai),Low,Winter,Hyderabad New Mandi,709,3.9,17.1,305.0,199,65,4,Low,721.92
Fig (Anjeer Fresh),High,Monsoon,Gujranwala Fruit Market,348,30.5,62.5,272.5,139,17,5,Medium,409.34
Celery,High,Monsoon,Hyderabad New Mandi,199,28.1,85.8,284.5,286,32,3,Medium,246.21
Pear (Nashpati),Medium,Winter,Karachi Sabzi Mandi,177,8.3,12.7,278.0,971,46,5,Medium,260.27
Grapes (Gola),High,Monsoon,Hyderabad New Mandi,315,37.5,100.7,305.0,149,14,4,High,435.92
Lemon (China),Medium,Monsoon,Quetta Satellite Town Mandi,213,35.6,49.9,278.0,705,66,3,Medium,285.98
Lettuce,High,Monsoon,Gujranwala Fruit Market,88,29.9,48.5,292.0,275,91,4,Medium,118.12
Peach (Aroo),High,Spring,Lahore Badami Bagh,283,29.6,20.5,292.0,401,57,3,Medium,350.08
Dates (Rabai),Low,Monsoon,Sukkur Grain Market,610,26.2,78.0,284.5,113,50,3,Medium,708.46
Rambutan (Imported),High,Winter,Lahore Badami Bagh,1316,6.7,13.5,278.0,337,75,5,Low,1335.81
Red Chili (Fresh),High,Winter,Sukkur Grain Market,328,5.2,1.4,278.0,291,8,1,Low,345.35
Papaya,High,Spring,Multan Goods Market,207,21.9,8.9,278.0,126,28,5,Low,215.07
Pomegranate (Bedana),Low,Monsoon,Gujranwala Fruit Market,546,34.6,78.0,292.0,249,40,1,Medium,643.16
Dates (Rabai),Low,Spring,Karachi Sabzi Mandi,614,21.5,17.1,284.5,753,104,1,Medium,750.77
Broccoli,High,Spring,Gujranwala Fruit Market,235,18.9,19.9,305.0,153,104,3,Low,244.85
Potato,Low,Monsoon,Islamabad Sabzi Mandi,68,27.8,62.4,272.5,516,93,1,High,121.14
Apple (Kala Kulu),Low,Winter,Quetta Satellite Town Mandi,246,7.1,11.6,305.0,837,62,2,Medium,336.23
Zucchini,Medium,Monsoon,Islamabad Sabzi Mandi,184,37.4,66.0,292.0,357,35,1,Medium,233.44
Pineapple,Low,Spring,Sukkur Grain Market,686,21.4,5.1,278.0,176,20,5,Low,697.26
Zucchini,Medium,Summer,Faisalabad Grain Market,114,37.1,7.3,305.0,102,51,5,Low,120.91
Fenugreek (Methi),High,Spring,Rawalpindi Raja Bazar,61,19.7,25.7,292.0,379,68,3,Medium,93.4
Garlic (China),Low,Winter,Multan Goods Market,511,2.9,17.8,305.0,127,48,2,Low,519.25
Radish (Mooli),Medium,Monsoon,Peshawar Central Mandi,78,28.4,40.9,278.0,306,69,4,Medium,107.68
Turnip (Shalgam),Medium,Summer,Faisalabad Grain Market,78,44.3,28.1,278.0,145,47,4,Medium,98.47
Mango (Anwar Ratol),High,Spring,Faisalabad Grain Market,335,22.0,2.4,292.0,173,74,4,Low,345.76
Lemon (Desi),Medium,Spring,Gujranwala Fruit Market,190,22.3,5.4,272.5,237,73,3,Low,203.64
Wild Plum (Jaman),High,Spring,Sukkur Grain Market,313,29.2,15.9,284.5,303,66,3,Low,331.16
Ladyfinger (Bhindi),High,Monsoon,Faisalabad Grain Market,124,37.6,68.1,272.5,221,106,4,High,180.11
Apple (Garcha),Low,Monsoon,Rawalpindi Raja Bazar,286,32.7,55.2,292.0,529,28,5,High,419.06
Eggplant (Baingan),Medium,Spring,Faisalabad Grain Market,85,27.7,1.2,292.0,296,12,1,Low,103.35
Pear (Nashpati),Medium,Monsoon,Gujranwala Fruit Market,196,34.3,71.3,292.0,96,55,3,Medium,231.48
Green Chilies,High,Summer,Islamabad Sabzi Mandi,94,40.4,23.7,272.5,605,48,5,High,161.71
Capsicum (Shimla Mirch),High,Summer,Faisalabad Grain Market,133,42.8,8.2,284.5,55,24,3,Medium,156.75
Apple (Kala Kulu),Low,Winter,Peshawar Central Mandi,217,11.6,10.7,305.0,585,26,1,Medium,286.89
Mango (Anwar Ratol),High,Monsoon,Quetta Satellite Town Mandi,403,29.4,79.7,292.0,812,96,4,High,593.63
Garlic (China),Low,Monsoon,Quetta Satellite Town Mandi,728,37.4,115.9,278.0,450,15,1,Medium,863.54
Garlic (China),Low,Spring,Hyderabad New Mandi,708,21.3,26.5,292.0,286,43,1,Medium,831.7
Dragon Fruit,Medium,Summer,Multan Goods Market,1295,45.8,10.0,278.0,227,18,3,Medium,1503.11
Wood Apple (Bael),Low,Monsoon,Rawalpindi Raja Bazar,216,33.2,109.6,292.0,290,25,5,Medium,266.91
Red Chili (Fresh),High,Monsoon,Lahore Badami Bagh,259,32.2,69.6,292.0,465,29,1,Medium,326.29
Guava (Amrood),High,Monsoon,Rawalpindi Raja Bazar,140,33.8,53.8,292.0,157,109,5,Medium,170.76
Cabbage,Medium,Spring,Hyderabad New Mandi,111,19.9,25.0,305.0,192,44,2,Medium,140.05
Raw Banana (Kacha Kela),Medium,Summer,Peshawar Central Mandi,51,30.8,32.1,305.0,612,7,1,Medium,98.1
Wood Apple (Bael),Low,Monsoon,Sukkur Grain Market,139,29.5,78.6,305.0,265,74,4,Medium,176.93
Kiwi (Imported),Medium,Monsoon,Islamabad Sabzi Mandi,780,32.5,101.4,292.0,334,106,4,Medium,917.49
Lychee,High,Spring,Lahore Badami Bagh,508,28.6,24.1,284.5,462,27,2,Medium,611.9
Custard Apple (Sharifa),High,Winter,Gujranwala Fruit Market,231,12.3,8.7,272.5,102,8,2,Low,237.79
Red Chili (Fresh),High,Spring,Gujranwala Fruit Market,219,24.3,0.9,284.5,357,98,2,Low,240.25
Pumpkin (Halwa Kaddu),Low,Monsoon,Multan Goods Market,83,28.9,69.3,292.0,41,85,2,Medium,98.05
Watermelon (Tarbooz),Medium,Summer,Lahore Badami Bagh,42,35.8,3.8,305.0,135,31,3,Low,51.0
Plum (Aloo Bukhara),High,Summer,Gujranwala Fruit Market,275,30.9,16.8,292.0,92,48,1,Low,280.69
Falsa,High,Monsoon,Multan Goods Market,501,26.9,62.9,272.5,144,55,5,Medium,584.73
Green Chickpeas (Chholia),High,Winter,Peshawar Central Mandi,260,10.5,5.2,305.0,300,49,5,Low,279.51
Apricot (Khubani),High,Spring,Lahore Badami Bagh,241,19.0,13.0,305.0,135,50,2,Low,249.75
Garlic Sprouts,Medium,Monsoon,Peshawar Central Mandi,313,31.4,113.2,305.0,686,102,4,High,466.31
Beetroot (Chukandar),Medium,Monsoon,Gujranwala Fruit Market,116,27.5,89.2,272.5,187,48,1,Medium,144.11
Grapes (Sundarkhani),High,Monsoon,Quetta Satellite Town Mandi,414,29.8,49.9,284.5,205,84,3,Medium,488.41
Strawberry,High,Spring,Rawalpindi Raja Bazar,319,22.7,12.8,278.0,543,64,4,Medium,398.58
Raw Mango (Keri),Medium,Summer,Rawalpindi Raja Bazar,78,36.5,30.6,278.0,186,22,5,Medium,101.45
Mulberry (Shahtoot),High,Spring,Peshawar Central Mandi,263,28.1,4.5,278.0,649,107,5,Medium,340.25
Mosambi (Sweet Lime),Medium,Monsoon,Quetta Satellite Town Mandi,252,28.0,73.7,272.5,706,46,1,High,380.38
Cabbage,Medium,Summer,Multan Goods Market,53,35.8,32.8,278.0,187,28,1,Medium,71.94
Turnip (Shalgam),Medium,Winter,Islamabad Sabzi Mandi,37,19.9,4.5,305.0,519,7,3,Medium,77.22
Beetroot (Chukandar),Medium,Monsoon,Sukkur Grain Market,130,35.2,88.6,292.0,98,36,2,Medium,155.7
Bitter Gourd (Karela),High,Summer,Islamabad Sabzi Mandi,148,41.6,10.6,272.5,427,37,3,Medium,194.8
Cherry,High,Summer,Karachi Sabzi Mandi,496,31.7,21.7,284.5,688,34,5,Medium,611.82
Tomato,High,Summer,Hyderabad New Mandi,145,41.0,38.5,278.0,72,94,5,High,200.16
Bottle Gourd (Lauki),Medium,Monsoon,Faisalabad Grain Market,87,34.1,75.5,272.5,268,98,3,Medium,115.4
Apple (Golden),Low,Winter,Karachi Sabzi Mandi,187,19.9,9.3,278.0,820,50,4,Medium,262.89
Lemon (China),Medium,Summer,Islamabad Sabzi Mandi,188,32.9,24.7,305.0,533,92,2,Medium,250.16
Custard Apple (Sharifa),High,Monsoon,Sukkur Grain Market,468,29.2,113.8,284.5,153,92,2,Medium,547.37
Spinach (Palak),High,Summer,Quetta Satellite Town Mandi,36,37.7,6.0,278.0,730,23,1,High,91.07
Lemon (China),Medium,Spring,Rawalpindi Raja Bazar,189,19.7,19.5,305.0,500,58,2,Low,220.92
Lemon (China),Medium,Summer,Rawalpindi Raja Bazar,184,36.6,14.5,292.0,517,90,1,Medium,243.1
Green Apple,Low,Monsoon,Islamabad Sabzi Mandi,430,33.3,57.7,278.0,582,14,2,High,614.81
Ladyfinger (Bhindi),High,Summer,Islamabad Sabzi Mandi,62,32.6,26.3,305.0,233,71,2,Medium,86.23
Cabbage,Medium,Summer,Hyderabad New Mandi,77,30.1,36.3,272.5,293,65,5,Medium,105.52
Eggplant (Baingan),Medium,Spring,Islamabad Sabzi Mandi,62,20.2,13.4,284.5,367,6,2,Low,85.04
Fenugreek (Methi),High,Spring,Peshawar Central Mandi,77,20.5,6.5,305.0,367,6,5,Low,103.53
Cluster Beans (Gwar),Medium,Monsoon,Gujranwala Fruit Market,160,36.0,86.8,305.0,84,100,1,Medium,189.38
Mustard Greens (Sarson),High,Winter,Faisalabad Grain Market,35,7.6,6.3,272.5,169,8,3,Low,46.09
Banana (Sindhi),High,Winter,Multan Goods Market,218,5.8,13.9,305.0,243,104,4,Low,233.61
Watermelon (Tarbooz),Medium,Winter,Faisalabad Grain Market,52,15.2,6.3,278.0,88,26,3,Low,57.6
Pumpkin (Halwa Kaddu),Low,Winter,Faisalabad Grain Market,77,8.0,18.0,272.5,93,70,5,Low,82.6
Mango (Dusehri),High,Monsoon,Karachi Sabzi Mandi,308,34.8,56.6,292.0,1004,104,5,High,477.09
Strawberry,High,Monsoon,Islamabad Sabzi Mandi,404,30.6,109.6,305.0,315,16,2,Medium,485.15
Mulberry (Shahtoot),High,Spring,Peshawar Central Mandi,192,26.9,4.9,292.0,406,35,5,Low,217.32
Peas (Matar),High,Spring,Karachi Sabzi Mandi,175,22.6,29.2,305.0,349,12,1,Medium,223.77
Red Bell Pepper,High,Winter,Karachi Sabzi Mandi,350,11.5,18.0,305.0,229,72,5,Low,364.86
Chiku (Sapodilla),High,Spring,Gujranwala Fruit Market,204,19.1,25.0,278.0,212,41,3,Medium,247.2
Coconut (Fresh),Low,Monsoon,Gujranwala Fruit Market,286,33.3,54.0,292.0,269,51,2,Medium,345.44
Lettuce,High,Winter,Quetta Satellite Town Mandi,86,8.8,2.1,272.5,353,99,1,Low,106.09
Lemon (China),Medium,Summer,Gujranwala Fruit Market,101,44.0,29.8,272.5,345,99,1,Medium,135.78
Apple (Kala Kulu),Low,Summer,Peshawar Central Mandi,247,38.8,18.1,292.0,379,66,4,Medium,307.37
Zucchini (Yellow),Medium,Summer,Quetta Satellite Town Mandi,153,38.3,1.5,292.0,830,26,1,Medium,226.61
Turnip (Shalgam),Medium,Spring,Lahore Badami Bagh,57,22.4,3.9,292.0,134,15,2,Low,65.71
Pineapple,Low,Winter,Hyderabad New Mandi,664,5.3,24.1,292.0,51,24,4,Medium,767.42
Lemon (China),Medium,Summer,Lahore Badami Bagh,123,34.7,19.3,292.0,278,39,2,Low,140.14
Dragon Fruit,Medium,Winter,Faisalabad Grain Market,1624,18.0,10.3,284.5,258,30,4,Low,1639.87
Drumstick (Sohanjna),Medium,Monsoon,Karachi Sabzi Mandi,255,32.3,53.5,292.0,252,51,4,Medium,308.93
Bitter Gourd (Karela),High,Summer,Peshawar Central Mandi,155,35.1,20.2,284.5,272,27,4,High,226.01
Colocasia Leaves,High,Summer,Quetta Satellite Town Mandi,107,36.6,1.5,305.0,745,87,2,High,191.89
Mustard Greens (Sarson),High,Summer,Lahore Badami Bagh,58,37.2,32.6,272.5,145,108,2,High,86.61
Turnip (Shalgam),Medium,Monsoon,Karachi Sabzi Mandi,67,27.4,41.5,292.0,589,17,4,Medium,113.88
Bottle Gourd (Lauki),Medium,Winter,Peshawar Central Mandi,89,4.1,17.2,305.0,450,59,2,Low,117.74
Turnip (Shalgam),Medium,Summer,Multan Goods Market,62,44.3,1.9,278.0,190,52,5,Medium,82.73
Red Chili (Fresh),High,Summer,Multan Goods Market,178,46.0,25.1,284.5,65,80,5,High,244.43
Zucchini (Yellow),Medium,Winter,Multan Goods Market,191,11.3,6.3,292.0,204,18,3,Low,204.12
Green Chilies,High,Spring,Hyderabad New Mandi,131,22.5,28.4,305.0,209,58,5,Medium,164.31
Cucumber (Kheera),High,Spring,Gujranwala Fruit Market,110,28.9,18.8,292.0,111,13,4,Low,118.04
Wood Apple (Bael),Low,Summer,Hyderabad New Mandi,126,40.4,8.4,272.5,143,74,3,Medium,153.2
Sweet Melon (Garma),Medium,Summer,Hyderabad New Mandi,97,47.2,30.2,292.0,154,18,2,Medium,121.39
Dates (Aseel),Low,Spring,Peshawar Central Mandi,458,22.6,24.5,278.0,187,9,3,Medium,538.88
Peas (Matar),High,Spring,Peshawar Central Mandi,153,20.5,6.4,284.5,372,102,4,Low,175.22
Mulberry (Shahtoot),High,Summer,Faisalabad Grain Market,248,44.2,22.4,278.0,336,22,4,High,355.04
Peas (Matar),High,Winter,Quetta Satellite Town Mandi,118,12.0,14.3,272.5,764,79,1,Medium,179.13
Kiwi (Imported),Medium,Spring,Rawalpindi Raja Bazar,1085,19.5,10.5,292.0,637,56,5,Medium,1286.9
Yellow Bell Pepper,High,Summer,Multan Goods Market,367,40.3,9.9,292.0,36,35,5,Medium,424.86
Bottle Gourd (Lauki),Medium,Monsoon,Islamabad Sabzi Mandi,100,32.0,84.6,272.5,495,15,3,Medium,143.95
Persimmon (Amlok),Medium,Winter,Karachi Sabzi Mandi,165,19.0,6.1,292.0,329,91,3,Low,185.16
Tomato,High,Summer,Rawalpindi Raja Bazar,133,37.9,39.3,292.0,516,38,5,High,211.52
Yellow Bell Pepper,High,Monsoon,Islamabad Sabzi Mandi,337,28.2,102.4,292.0,450,65,4,Medium,415.2
Coconut (Fresh),Low,Spring,Peshawar Central Mandi,393,20.1,25.5,305.0,454,45,2,Medium,480.99
Falsa,High,Monsoon,Rawalpindi Raja Bazar,289,31.9,117.8,305.0,280,69,4,Medium,350.4
Apple (Garcha),Low,Monsoon,Faisalabad Grain Market,292,28.0,95.0,284.5,96,10,2,Medium,342.31
Arbi (Taro Root),Medium,Monsoon,Multan Goods Market,204,34.3,97.5,272.5,216,95,1,Medium,246.91
Green Chickpeas (Chholia),High,Spring,Gujranwala Fruit Market,121,19.2,8.7,278.0,393,16,3,Low,144.56
Custard Apple (Sharifa),High,Monsoon,Karachi Sabzi Mandi,319,30.1,65.9,272.5,193,48,1,Medium,377.9
Falsa,High,Spring,Islamabad Sabzi Mandi,364,26.1,1.6,292.0,503,83,4,Medium,449.41
Cucumber (Kheera),High,Summer,Sukkur Grain Market,51,43.1,21.1,292.0,254,38,3,High,84.65
